Comic_ID,Publish Date,Comic-book Title,Price,Publisher,Est. units,Unformatted Total,Total
315110340,2011,Ultimate Comics Avengers 3,3.99,Marvel,33900.0,135261.0,135.26K
315110341,2011,Iron Man 2.0,3.99,Marvel,33800.0,134862.0,134.86K
315110342,2011,Hulk,3.99,Marvel,33700.0,134463.0,134.46K
315110343,2011,Hulk,3.99,Marvel,33600.0,134064.0,134.06K
315110344,2011,Astonishing X-Men,3.99,Marvel,33600.0,134064.0,134.06K
315110345,2011,Superior,2.99,Marvel,33300.0,99567.0,99.57K
315110346,2011,X-Men Prelude To Schism,2.99,Marvel,33100.0,98969.0,98.97K
315110347,2011,Astonishing X-Men,3.99,Marvel,33000.0,131670.0,131.67K
315110348,2011,Astonishing X-Men,3.99,Marvel,33000.0,131670.0,131.67K
315110349,2011,Venom,2.99,Marvel,32800.0,98072.0,98.07K
315110350,2011,Hulk,2.99,Marvel,32700.0,97773.0,97.77K
315110351,2011,Avengers Childrens Crusade,3.99,Marvel,32600.0,130074.0,130.07K
315110352,2011,Astonishing X-Men,3.99,Marvel,32600.0,130074.0,130.07K
315110353,2011,Hulk,2.99,Marvel,32600.0,97474.0,97.47K
315110354,2011,Venom,2.99,Marvel,32600.0,97474.0,97.47K
315110355,2011,Avengers Childrens Crusade,3.99,Marvel,32500.0,129675.0,129.68K
315110356,2011,Fear Itself Uncanny X-Force,2.99,Marvel,32500.0,97175.0,97.17K
315110357,2011,Avengers 1959,2.99,Marvel,32500.0,97175.0,97.17K
315110358,2011,Astonishing X-Men Xenogenesis,3.99,Marvel,32500.0,129675.0,129.68K
315110359,2011,Incredible Hulks,2.99,Marvel,32400.0,96876.0,96.88K
315110360,2011,Captain America and Bucky,2.99,Marvel,32300.0,96577.0,96.58K
315110361,2011,Battle Scars,2.99,Marvel,32300.0,96577.0,96.58K
315110362,2011,Incredible Hulks,3.99,Marvel,31900.0,127281.0,127.28K
315110363,2011,Journey Into Mystery,2.99,Marvel,31700.0,94783.0,94.78K
315110364,2011,Carnage,3.99,Marvel,31500.0,125685.0,125.69K
315110365,2011,Fear Itself Fearless,2.99,Marvel,31500.0,94185.0,94.19K
315110366,2011,Avengers Childrens Crusade,3.99,Marvel,31500.0,125685.0,125.69K
315110367,2011,Hulk,3.99,Marvel,31400.0,125286.0,125.29K
315110368,2011,Astonishing X-Men,3.99,Marvel,31400.0,125286.0,125.29K
315110369,2011,Incredible Hulks,2.99,Marvel,31200.0,93288.0,93.29K
315110370,2011,Hulk,2.99,Marvel,31000.0,92690.0,92.69K
315110371,2011,Incredible Hulks,3.99,Marvel,31000.0,123690.0,123.69K
315110372,2011,Avengers Childrens Crusade,3.99,Marvel,30900.0,123291.0,123.29K
315110373,2011,Deadpool,2.99,Marvel,30900.0,92391.0,92.39K
315110374,2011,Hulk,2.99,Marvel,30900.0,92391.0,92.39K
315110375,2011,Fear Itself FF,2.99,Marvel,30800.0,92092.0,92.09K
315110376,2011,Fear Itself Wolverine,2.99,Marvel,30800.0,92092.0,92.09K
315110377,2011,Fear Itself Spider-Man,2.99,Marvel,30800.0,92092.0,92.09K
315110378,2011,Captain America and Bucky,2.99,Marvel,30800.0,92092.0,92.09K
315110379,2011,Incredible Hulks,2.99,Marvel,30500.0,91195.0,91.19K
315110380,2011,Incredible Hulks,2.99,Marvel,30400.0,90896.0,90.90K
315110381,2011,Moon Knight,3.99,Marvel,30300.0,120897.0,120.90K
315110382,2011,Incredible Hulks,2.99,Marvel,30200.0,90298.0,90.30K
315110383,2011,Generation Hope,2.99,Marvel,30100.0,89999.0,90.00K
315110384,2011,Incredible Hulks,2.99,Marvel,30000.0,89700.0,89.70K
315110385,2011,Journey Into Mystery,2.99,Marvel,29900.0,89401.0,89.40K
315110386,2011,Brilliant,3.95,Marvel,29800.0,117710.0,117.71K
315110387,2011,Deadpool,2.99,Marvel,29800.0,89102.0,89.10K
315110388,2011,Carnage,3.99,Marvel,29800.0,118902.0,118.90K
315110389,2011,Daredevil Reborn,3.99,Marvel,29700.0,118503.0,118.50K
315110390,2011,Avengers Childrens Crusade,3.99,Marvel,29600.0,118104.0,118.10K
315110391,2011,Hulk,2.99,Marvel,29500.0,88205.0,88.20K
315110392,2011,Venom,2.99,Marvel,29500.0,88205.0,88.20K
315110393,2011,Carnage,3.99,Marvel,29500.0,117705.0,117.70K
315110394,2011,Deadpool,2.99,Marvel,29400.0,87906.0,87.91K
315110395,2011,Fear Itself Deadpool,2.99,Marvel,29400.0,87906.0,87.91K
315110396,2011,Deadpool,2.99,Marvel,29400.0,87906.0,87.91K
315110397,2011,Fear Itself Fearless,2.99,Marvel,29300.0,87607.0,87.61K
315110398,2011,X-23,2.99,Marvel,29300.0,87607.0,87.61K
315110399,2011,Journey Into Mystery,2.99,Marvel,29200.0,87308.0,87.31K
315110400,2011,Incredible Hulks,2.99,Marvel,29200.0,87308.0,87.31K
315110401,2011,Deadpool,2.99,Marvel,29200.0,87308.0,87.31K
315110402,2011,Shield,3.99,Marvel,29100.0,116109.0,116.11K
315110403,2011,Daken Dark Wolverine,2.99,Marvel,29100.0,87009.0,87.01K
315110404,2011,Fear Itself Home Front,3.99,Marvel,29000.0,115710.0,115.71K
315110405,2011,Hulk,2.99,Marvel,28900.0,86411.0,86.41K
